dears,deers
booklEt,booklet
booklit,booklet
boklet,booklet
boks,books
book%s,books
bookes,books
bOrder,border
boarder,border
boarder,border
boRE,bore
boar,bore
board,bore
boared,bored
boaring,boring
bORn,born
bron,born
bOrrow,borrow
boRRow,borrow
barrow,borrow
brow,borrow
borrowr,borrower
boSS,boss
boss%,boss
bose,boss
bouth,both
bOth,both
bothe,both
bOther,bother
barther,bother
borther,bother
bottal,bottle
boTTle,bottle
bottLE,bottle
bottel,bottle
botle,bottle
bottOM,bottom
botton,bottom
bOUGHt,bought
bout,bought
boght,bought
bounsing,bouncing
bOUnd,bound
bond,bound
boundAry,boundary
boundry,boundary
bOW,bow
boWL,bowl
bole,bowl
bowle,bowl
bOx,box
bax,box
boxEs,boxes
boxs,boxes
poy,boy
bOy,boy
bay,boy
boicotted,boycotted
boYS,boys
brAId,braid
braidE,braid
brade,braid
brad,braid
brAIn,brain
bran,brain
brin,brain
brakke,brake
brakE,brake
brak,brake
brANCH,branch
brach,branch
branck,branch
branCHes,branches
branchs,branches
brances,branches
brances,branches
braching,branching
brAnd,brand
branD,brand
brend,brand
bran,brand
brASS,brass
bras,brass
bravE,brave
brav,brave
brEAd,bread
brad,bread
bred,bread
brade,bread
breaDth,breadth
breath,breadth
brake,break
brake,break
brack,break
beark,break
brEAK,break
break%,break
brake,break
brack,break
brake,break
break-down,breakdown
break_down,breakdown
brEAkfast,breakfast
breakfAst,breakfast
breakfest,breakfast
brekfast,breakfast
brEAking,breaking
breaKing,breaking
braking,breaking
bracking,breaking
brEAst,breast
brest,breast
brEAth,breath
breth,breath
brath,breath
breath,breathe
breath,breathe
breathE,breathe
breath,breathe
brEEze,breeze
breeZe,breeze
breaze,breeze
brezze,breeze
bretheren,brethren
briCk,brick
brik,brick
brak,brick
briDge,bridge
brige,bridge
brieff,brief
brif,brief
brIEf,brief
breaf,brief
breif,brief
briGHT,bright
bright%,bright
brit,bright
brite,bright
briljant,brilliant
bRing,bring
bing,bring
britian,britain
britania,britannia
brOAd,broad
brod,broad
brode,broad
broard,broad
bradcast,broadcast
bradcasting,broadcasting
broadely,broadly
brOKE,broke
brok,broke
brock,broke
brOKEN,broken
brocken,broken
brooken,broken
brOOk,brook
brooK,brook
brock,brook
brOOm,broom
brom,broom
bROther,brother
brouther,brother
brough,brought
brougth,brought
brOUght,brought
broght,brought
brot,brought
broWn,browm
broun,browm
bron,browm
broun,brown
brUIse,bruise
bruse,bruise
bursh,brush
borch,brush
brust,brush
prush,brush
drush,brush
brash,brush
brosh,brush
bruch,brush
burst,brush
breach,brush
brusch,brush
brUsh,brush
bruch,brush
bush,brush
babbles,bubbles
bUCKet,bucket
buket,bucket
bUD,bud
bod,bud
but,bud
bUg,bug
big,bug
bUGGY,buggy
bugy,buggy
biuld,build
bUIld,build
bild,build
biulding,building
bUIlding,building
bilding,building
bulding,building
bUIldings,buildings
bildings,buildings
bilt,built
billet,built
builet,built
bilut,built
bilt,built
bUIlt,built
bilt,built
bult,built
bULL,bull
bool,bull
buLLet,bullet
bullEt,bullet
bulet,bullet
bullEtin,bulletin
bullitin,bulletin
bulletings,bulletins
pump,bump
buMp,bump
bunp,bump
bUNch,bunch
bUndle,bundle
bundLE,bundle
bundel,bundle
boundle,bundle
bungalo,bungalow
bouyancy,buoyancy
bouyant,buoyant
bUrden,burden
birden,burden
bUREAU,bureau
burglAr,burglar
burgler,burglar
buglar,burglar
buriel,burial
burried,buried
buRied,buried
burried,buried
bURn,burn
brun,burn
birn,burn
bURned,burned
bruned,burned
burnd,burned
bURst,burst
bust,burst
bURY,bury
berry,bury
beary,bury
busdrivers,bus_drivers
busses,buses
bUSh,bush
buch,bush
bushell,bushel
buSHel,bushel
bushEL,bushel
bushle,bushel
buisness,business
bussiness,business
bussines,business
busines,business
busynes,business
businesss,business
busness,business
buSIness,business
bussiness,business
busing,bussing
buisy,busy
bUSy,busy
bussy,busy
buisy,busy
bisy,busy
buTCHer,butcher
bucher,butcher
bUtter,butter
butTer,butter
buter,butter
bUtton,button
buttOn,button
botton,button
ouy,buy
by,buy
bye,buy
bye,buy
bUy,buy
by,buy
bying,buying
buyin,buying
bUying,buying
bying,buying
buZZ,buzz
buss,buzz
bY,by
biy,by
bi-election,by-election
by,bye
cabbAge,cabbage
cabbge,cabbage
caBIn,cabin
caben,cabin
cabbin,cabin
cabinET,cabinet
cabinetE,cabinet
cabinate,cabinet
cabines,cabins
cabLE,cable
caffe,cafe
cafee,cafe
cafe-miljeu,cafe_milieu
caffs,cafes
caGE,cage
cag,cage
kage,cage
caKE,cake
cak,cake
calulated,calculated
calEndar,calendar
calendAr,calendar
calender,calendar
caLF,calf
caf,calf
calft,calf
cALL,call
col,call
coll,call
callEd,called
calld,called
callin,calling
caLLing,calling
colling,calling
cALm,calm
carm,calm
game,came
game,came
caME,came
cane,came
cam,came
kame,came
camEL,camel
camal,camel
camara,camera
Camp,camp
caMp,camp
canp,camp
kamp,camp
campAIGN,campaign
campain,campaign
campaigne,campaign
campain,campaign
campagnes,campaignes
campaignes,campaigns
camPHor,camphor
camphOR,camphor
camper,camphor
campher,camphor
camfer,camphor
cAn,can
con,can
cAn't,can't
cancell,cancel
cansel,cancel
cancell,cancel
cansel,cancel
canCEL,cancel
cansel,cancel
cancell,cancel
cancelation,cancellation
cancelation,cancellation
canDIDate,candidate
canidate,candidate
candiate,candidate
canditate,candidate
candidat,candidate
candidats,candidates
candel,candle
candLE,candle
candel,candle
candY,candy
cand,candy
kane,cane
came,cane
caNNed,canned
caned,canned
caNNon,cannon
canon,cannon
caNNot,cannot
cannOT,cannot
canot,cannot
can_not,cannot
cAnoe,canoe
CANOE,canoe
cantaloube,cantaloupe
canvAS,canvas
canvis,canvas
kap,cap
cat,cap
capabiltes,capabilities
capabitities,capabilities
capabity,capability
cabable,capable
capAble,capable
capeable,capable
cApacity,capacity
capaCity,capacity
capasity,capacity
compacity,capacity
capasity,capacity
kape,cape
capitAl,capital
capitol,capital
capitol,capital
capitOl,capitol
capital,capitol
captAIn,captain
captian,captain
capitan,captain
capure,capture
cAr,car
car%,car
cor,car
cArd,card
kard,card
cord,card
carDS,cards
cars,cards
cARE,care
car,care
cear,care
carear,career
carrer,career
cAREER,career
carreer,career
carreer,career
carrers,careers
currers,careers
carefull,careful
carefull,careful
caraful,careful
carful,careful
carEful,careful
carefuL,careful
carefull,careful
carful,careful
carEfully,carefully
carefuLLy,carefully
carefuly,carefully
carfully,carefully
careles,careless
carEless,careless
carless,careless
carribean,caribbean
carneval,carnival
carosel,carousel
carusell,carousel
carpentEr,carpenter
carpentar,carpenter
carpEt,carpet
carpit,carpet
carrIAge,carriage
carrage,carriage
carrige,carriage
garried,carried
carrIEd,carried
carryed,carried
carred,carried
carrIEs,carries
carrys,carries
carrOt,carrot
carret,carrot
cary,carry
caRRy,carry
cary,carry
carring,carrying
carying,carrying
carrYing,carrying
carring,carrying
carriing,carrying
cARs,cars
kars,cars
cors,cars
cart%,cart
cartOOn,cartoon
cartoon%,cartoon
carton,cartoon
cartune,cartoon
caSE,case
cace,case
caSes,cases
casses,cases
casch,cash
caSH,cash
cach,cash
cashIEr,cashier
casher,cashier
Cast,cast
kast,cast
caste,cast
cAt,cat
cat%,cat
catAlog,catalog
catalOG,catalog
catologue,catalog
cataloge,catalogue
catologues,catalogues
catakoguing,cataloguing
catalguing,cataloguing
cataloguin,cataloguing
catar,catarrh
catastrophy,catastrophe
catsh,catch
caTCH,catch
cach,catch
catagoris,categories
catagorey,category
caTTle,cattle
cattLE,cattle
catle,cattle
cattel,cattle
caugt,caught
cautch,caught
coughed,caught
cought,caught
cought,caught
cAUGHT,caught
cought,caught
couse,cause
course,cause
cAUse,cause
couse,cause
course,cause
cAUsed,caused
cAUTion,caution
cortion,caution
causion,caution
Kave,cave
kave,cave
cEdar,cedar
cedAr,cedar
ceder,cedar
ciling,ceiling
celing,ceiling
cieling,ceiling
cEIling,ceiling
cieling,ceiling
sellybrat,celebrate
selberate,celebrate
salevate,celebrate
celibrate,celebrate
celebulate,celebrate
serevelate,celebrate
celebate,celebrate
celibarate,celebrate
celEbrate,celebrate
celabrate,celebrate
celEbration,celebration
celabration,celebration
cellAr,cellar
celler,cellar
CEMent,cement
sement,cement
cemment,cement
cemetary,cemetery
cemetEry,cemetery
cemetary,cemetery
Cent,cent
sent,cent
Center,center
senter,center
centrAl,central
centrel,central
centeral,central
cntral,central
sentral,central
centraly,centrally
Cents,cents
cenTS,cents
cens,cents
centery,century
centURY,century
centery,century
centurey,century
centery,century
centuary,century
cerimonial,ceremonial
cirtain,certain
cErtain,certain
certAIn,certain
curtain,certain
sertain,certain
Certainly,certainly
certAInly,certainly
certenly,certainly
certainity,certainty
certaincy,certainty
certaince,certainty
certainity,certainty
certaincy,certainty
certance,certainty
certinity,certainty
cERtificate,certificate
citificate,certificate
chAIn,chain
chain%,chain
chane,chain
chear,chair
cheere,chair
chear,chair
chAIr,chair
char,chair
chiar,chair
chAIrman,chairman
chairmAn,chairman
chairmen,chairman
chaires,chairs
chALk,chalk
chork,chalk
chalange,challenge
challange,challenge
chalenges,challenges
chalenges,challenges
chambre,chamber
cHampion,champion
champIOn,champion
campion,champion
champian,champion
chanse,chance
chanCE,chance
change,chance
chanch,chance
chanche,chance
chanse,chance
chanGE,change
chang,change
changability,changeability
changEAble,changeable
changable,changeable
changable,changeable
chanGed,changed
chaned,changed
shangeing,changing
shangeing,changing
changeing,changing
chang%ing,changing
changeing,changing
chnaging,changing
changeing,changing
chaNNel,channel
channEl,channel
channal,channel
chanel,channel
caotic,chaotic
chapEL,chapel
chaple,chapel
chapal,chapel
cHapter,chapter
chaptEr,chapter
capter,chapter
cHaracter,character
charActer,character
charcter,character
caracter,character
characterissing,characterising
charachterized,characterized
charachters,characters
chARge,charge
charGE,charge
chARGed,charged
charcing,charging
charIty,charity
charaty,charity
chARM,charm
chaSe,chase
chace,chase
chaching,chasing
chating,chatting
chauffuer,chauffeur
chauffEUr,chauffeur
chauffer,chauffeur
sheap,cheap
cheaf,cheap
sheep,cheap
chip,cheap
cheape,cheap
cheep,cheap
sheap,cheap
sheep,cheap
cheape,cheap
cheep,cheap
chiep,cheap
chEAp,cheap
cheep,cheap
sheeper,cheaper
chEAper,cheaper
cheper,cheaper
cheeper,cheaper
chEAt,cheat
cheet,cheat
chet,cheat
chECK,check
cheak,check
chack,check
cheCKed,checked
chacked,checked
chEEk,cheek
chek,cheek
cheak,cheek
chEEr,cheer
chear,cheer
chEErful,cheerful
cheerfuL,cheerful
cheerfull,cheerful
chearful,cheerful
chEEse,cheese
cheesE,cheese
chease,cheese
chees,cheese
chemestry,chemistry
cheRRies,cherries
cherrIEs,cherries
cherrys,cherries
cheres,cherries
cerry,cherry
chErry,cherry
cheRRy,cherry
chery,cherry
cheery,cherry
chEst,chest
cheast,chest
chiCKen,chicken
chiken,chicken
chiCKens,chickens
chikens,chickens
chIEf,chief
cheif,chief
CHild,child
cild,child
schildren,children
chiLDren,children
childrEn,children
chimNEy,chimney
chimny,chimney
chimmy,chimney
chimmey,chimney
chimmys,chimneys
chimnies,chimneys
chIn,chin
chen,chin
chinease,chinese
chocOlate,chocolate
chocalate,chocolate
choclate,chocolate
choise,choice
choise,choice
chOICe,choice
chose,choice
choise,choice
choise,choice
choises,choices
CHoir,choir
chOIR,choir
quire,choir
chose,choose
chose,choose
chOOse,choose
chose,choose
chosing,choosing
chosing,choosing
chup,chop
shop,chop
CHop,chop
chOp,chop
cop,chop
chap,chop
choped,chopped
choped,chopped
choping,chopping
chOse,chose
choose,chose
chOsen,chosen
choosen,chosen
crist,christ
christIAn,christian
christain,christian
christmis,christmas
cristmus,christmas
cronological,chronological
chruch,church
chUrch,church
chirch,church
cherch,church
cincinatti,cincinnati
cinemaes,cinemas
cIrcle,circle
circLE,circle
circul,circle
sircul,circle
cycle,circle
sircle,circle
cIrcular,circular
cercular,circular
curcular,circular
CIrculation,circulation
curculation,circulation
cerculation,circulation
cIrcumstance,circumstance
curcumstance,circumstance
cIrcumstances,circumstances
circumstanCES,circumstances
sircumstances,circumstances
cIrcus,circus
curcus,circus
Cistern,cistern
sistern,cistern
citIES,cities
citys,cities
cites,cities
cisting,citing
citIZEn,citizen
citezen,citizen
citisen,citizen
citizentship,citizenship
City,city
citY,city
cite,city
cityareas,city_areas
civIL,civil
cival,civil
civilation,civilization
civilication,civilization
civilition,civilization
civilation,civilization
civilizition,civilization
civilIZation,civilization
civilazation,civilization
sivilization,civilization
civIlized,civilized
civalized,civilized
clAIm,claim
claimE,claim
clame,claim
clAp,clap
clap%,clap
klap,clap
clape,clap
clairifie,clarify
clearify,clarify
clearity,clarity
claSS,class
clas,class
classridden,class-ridden
claSSES,classes
clAUSE,clause
claws,clause
clAY,clay
cleen,clean
clEAn,clean
clen,clean
clEAned,cleaned
cleanED,cleaned
cleand,cleaned
clend,cleaned
clEAning,cleaning
clening,cleaning
clEAr,clear
clear%,clear
clerly,clearly
clearical,clerical
cleark,clerk
clerck,clerk
clErk,clerk
clark,clerk
cleark,clerk
cleva,clever
clEver,clever
cleaver,clever
cleint,client
clift,cliff
climATE,climate
climet,climate
clime,climb
clumb,climb
clime,climb
clime,climb
climbe,climb
climbe,climb
climB,climb
clime,climb
clOAk,cloak
cloaK,cloak
clock,cloak
clOCK,clock
clok,clock
closE,close
clos,close
closED,closed
closd,closed
closELY,closely
closly,closely
cloSET,closet
clos%ing,closing
closeing,closing
cLOth,cloth
colth,cloth
clath,cloth
clothE,clothe
cloth,clothe
cloves,clothes
clouths,clothes
cloTHES,clothes
cloths,clothes
cLOTHing,clothing
gloud,cloud
cloude,cloud
clOUd,cloud
clowd,cloud
cloued,cloud
clous,clouds
glauds,clouds
glads,clouds
cloads,clouds
clouts,clouds
glowes,clouds
glouds,clouds
cloves,clouds
clodes,clouds
cloudes,clouds
clowds,clouds
clOUdy,cloudy
clouDY,cloudy
clody,cloudy
cLOver,clover
clovER,clover
clOWn,clown
cloun,clown
crowns,clowns
clUb,club
clob,club
clumsey,clumsy
CO.,co.
comp.,co.
com,co.
cOAch,coach
coaCH,coach
couch,coach
cOAl,coal
coal%,coal
cole,coal
cool,coal
coalesed,coalesced
coalision,coalition
coalisions,coalitions
cOArse,coarse
course,coarse
cOAst,coast
cost,coast
cast,coast
cost,coast
cOAt,coat
cot,coat
cocOA,cocoa
coco,cocoa
coca,cocoa
coeffcient,coefficient
coeficient,coefficient
cofficient,coefficient
coffe,coffee
koffee,coffee
coffEE,coffee
coffe,coffee
cogntive,cognitive
coherant,coherent
coints,coins
coings,coins
goins,coins
koings,coins
koins,coins
gold,cold
could,cold
call,cold
could,cold
cOld,cold
cald,cold
colosium,coliseum
coLLar,collar
collAR,collar
collor,collar
colate,collate
calateral,collateral
collegues,colleagues
collegus,colleagues
coLLect,collect
colleCt,collect
colect,collect
collecyting,collecting
coLLection,collection
colection,collection
collEge,college
collage,college
collage,college
collegue,college
colloquel,colloquial
curnel,colonel
coloNY,colony
coloney,colony
cOlor,color
colOr,color
coler,color
colar,color
colORed,colored
colerd,colored
colered,colored
collosal,colossal
collosus,colossus
coulour,colour
coulor,colour
coulor,colour
coulour,colour
colow,coloured
coulorful,colourful
cOlt,colt
colT,colt
cold,colt
colUMN,column
colum,column
colume,column
comB,comb
come,comb
combInation,combination
combanation,combination
comibine,combine
cOME,come
com,come
cam,come
cOmes,comes
comES,comes
coms,comes
com%fort,comfort
comefort,comfort
confort,comfort
comfORtable,comfortable
comfertable,comfortable
coMical,comical
comicAL,comical
commical,comical
comeing,coming
comeing,coming
comming,coming
comming,coming
com%ing,coming
comeing,coming
coMMand,command
comand,command
commaunded,commanded
coMMence,commence
commenCe,commence
comence,commence
commense,commence
coMMencement,commencement
commencEment,commencement
commencment,commencement
coments,comments
commerse,commerce
coMMerce,commerce
commerCe,commerce
comerce,commerce
comersial,commercial
coMMercial,commercial
comercial,commercial
cpmmercially,commercially
commision,commission
coMMission,commission
commiSSion,commission
commision,commission
comit,commit
committment,commitment
committs,commits
comitted,committed
commited,committed
commitee,committee
comittee,committee
committe,committee
comMITTEE,committee
commity,committee
commitee,committee
commitee,committee
comittees,committees
commitees,committees
comittees,committees
coMMon,common
commOn,common
comman,common
comon,common
commem,common
comon,common
commenest,commonest
comunicate,communicate
coMMunicate,communicate
comunicate,communicate
coMMunication,communication
comunication,communication
communcation,communication
comunities,communities
coMMunity,community
communIty,community
comunity,community
companys,companies
companys,companies
companIES,companies
companys,companies
compANIOn,companion
compAny,company
compeny,company
compy,company
comporable,comparable
comparitive,comparative
comparitive,comparative
comparitively,comparatively
comparativly,comparatively
compair,compare
compARE,compare
compair,compare
compased,compared
comppared,compared
comparrison,comparison
comparisOn,comparison
comparision,comparison
comparision,comparison
comparisson,comparison
compariosns,comparisons
compEL,compel
compell,compel
compeLLed,compelled
compeled,compelled
conpendium,compendium
competation,compensation
competant,competent
compitent,competent
coMplain,complain
complAIn,complain
complain%,complain
complane,complain
complAInt,complaint
complant,complaint
complet,complete
complETE,complete
